Account length,Plan,Customer service calls,Total Calls,Total Minutes,Total Charge,Churn
24,False,1,326,608.2,64.88999999999999,False
74,False,0,329,640.3999999999999,57.26,False
74,False,1,312,671.7,69.89,False
74,True,1,346,555.0,52.18,True
200,False,1,317,450.2,44.120000000000005,False
91,True,0,320,682.8000000000001,62.43,False
130,False,1,288,594.5999999999999,52.62,False
56,False,2,302,582.9999999999999,47.47,False
117,False,0,354,630.5,62.629999999999995,False
126,False,0,314,581.8,61.51,False
132,False,1,324,683.4,65.85,False
122,False,2,291,570.2,56.56,False
46,False,2,270,736.3,78.77000000000001,True
99,False,1,321,579.1999999999999,54.14,False
87,False,1,295,644.0999999999999,70.01,False
108,False,1,324,523.4,47.9,False
53,False,3,325,525.8000000000001,58.129999999999995,False
144,True,0,278,635.9,60.919999999999995,False
91,True,3,316,621.1999999999999,67.21,False
58,False,2,310,487.70000000000005,50.13,False
97,False,0,245,693.0,72.14,False
142,True,1,260,600.5999999999999,55.339999999999996,False
9,True,1,332,600.8999999999999,62.36,False
73,False,0,324,558.1,59.709999999999994,False
43,False,0,371,554.5,63.26,False
122,True,1,327,601.2,61.88999999999999,True
93,False,0,228,591.1999999999999,62.85,False
85,False,1,296,632.4,62.1,False
87,False,1,282,557.5999999999999,62.86,False
137,False,0,285,466.00000000000006,49.0,False
104,False,0,263,539.4,48.76,False
161,False,0,323,551.6,48.35000000000001,False
103,True,1,272,626.6,53.31,False
84,True,1,333,535.3,52.89,False
92,False,1,332,667.3,67.59,False
77,False,1,306,655.0,61.74000000000001,False
159,True,1,394,466.20000000000005,43.68,False
110,True,1,285,717.6,78.17,True
138,False,3,364,528.1,53.620000000000005,False
178,False,1,341,623.6,73.05,False
38,True,0,294,749.9,69.26,False
70,False,0,303,533.4,47.620000000000005,False
147,True,3,310,709.4,75.07,False
94,False,1,305,495.09999999999997,53.88999999999999,False
179,False,0,308,511.4,48.21,False
59,False,0,287,602.4000000000001,62.14,False
165,False,0,297,434.9,53.900000000000006,False
133,False,2,362,635.8,75.28999999999999,True
140,False,1,303,561.9,49.550000000000004,False
93,True,2,281,551.0999999999999,50.290000000000006,False
64,True,1,320,507.6,56.519999999999996,False
48,False,2,294,649.5999999999999,67.6,False
181,False,1,251,568.1,52.65,False
168,True,2,281,486.29999999999995,44.779999999999994,False
155,False,3,328,528.9,55.72,False
11,False,2,286,636.5,60.330000000000005,False
182,False,2,327,569.5999999999999,48.480000000000004,False
102,False,0,356,513.0,43.410000000000004,False
122,False,0,309,663.6,69.83,False
41,False,1,338,499.0,48.43,False
132,False,2,336,606.1999999999999,61.18,False
76,False,1,323,675.6999999999999,75.11999999999999,True
115,True,2,370,596.0,55.91,False
154,False,0,290,518.4000000000001,52.0,False
100,False,2,300,468.09999999999997,48.46,False
146,True,1,289,621.3000000000001,57.61000000000001,False
67,True,2,283,555.8,50.78,False
161,True,1,341,711.4,69.16,True
70,False,1,349,662.2,66.29,False
99,True,2,333,673.0999999999999,68.68,True
87,False,1,285,490.90000000000003,48.44,False
87,False,1,274,589.5,63.660000000000004,False
70,False,2,337,594.3000000000001,62.5,False
119,True,3,307,533.8,52.87,False
87,True,0,258,482.99999999999994,47.519999999999996,False
75,False,2,286,606.2,53.49,False
161,True,0,332,664.4000000000001,71.63999999999999,False
91,True,0,376,527.4999999999999,44.99,False
124,False,3,293,559.3,55.73,False
158,False,0,317,702.8000000000001,70.37,False
102,False,0,281,635.6,58.910000000000004,False
85,False,0,329,611.7,64.93,False
79,False,1,290,564.3,52.28,False
139,True,2,276,470.1,43.23,False
103,False,0,301,667.5,72.44,False
98,True,1,254,446.2,33.64,False
78,False,2,305,605.4000000000001,57.49999999999999,False
50,False,1,327,453.49999999999994,47.66,False
86,True,1,384,408.4,42.099999999999994,False
92,False,0,304,491.9,58.029999999999994,False
174,False,1,315,542.0999999999999,63.809999999999995,False
124,False,1,303,470.90000000000003,52.35000000000001,False
190,True,1,265,447.6,42.790000000000006,False
101,False,1,349,495.59999999999997,42.44,False
185,True,2,328,544.1,51.4,False
68,True,0,263,621.0,68.26,False
117,True,0,325,719.8,71.02,False
118,False,1,289,610.8000000000001,60.76,False
124,False,0,382,520.5,55.99,False
22,False,1,315,583.9,57.870000000000005,False
75,False,1,339,537.1999999999999,53.11,False
164,True,1,253,435.00000000000006,56.24,False
177,False,2,287,632.7,67.39999999999999,False
110,False,0,277,573.9,57.98,False
158,False,1,290,649.4000000000001,66.14999999999999,False
114,False,0,284,587.0,57.36,False
64,True,1,342,744.4,80.65,False
111,False,3,315,643.5999999999999,71.88,False
60,False,2,322,596.0999999999999,70.05,False
113,False,3,308,632.6999999999999,56.44,False
109,False,1,367,700.2,68.75999999999999,False
105,True,0,255,579.5,50.629999999999995,False
85,False,2,323,573.7,62.629999999999995,False
131,False,0,253,526.6999999999999,53.160000000000004,False
59,False,2,293,538.8000000000001,56.85,False
148,False,1,300,530.2,55.96,False
106,False,1,267,639.8,72.39,False
57,True,1,326,767.7,81.38,False
98,False,1,348,569.6999999999999,58.010000000000005,False
157,False,3,297,595.8000000000001,68.45000000000002,False
116,True,1,297,696.0,69.15,False
30,False,2,311,595.5,58.89,False
52,False,0,297,596.8000000000001,58.51,False
135,True,2,352,615.6,65.64,True
86,False,3,339,638.7,62.019999999999996,False
151,False,3,313,535.0999999999999,58.1,False
117,False,2,303,663.9999999999999,59.97,False
82,False,0,292,574.3,47.69,False
152,False,1,305,553.4000000000001,64.79,False
108,True,1,296,693.6999999999999,64.99,False
98,False,1,343,552.4000000000001,56.4,True
47,False,3,278,602.8,56.839999999999996,False
189,False,3,354,635.4,66.64,False
159,False,1,363,687.6,66.77,True
11,True,2,299,655.4,57.400000000000006,False
111,False,2,284,507.40000000000003,48.42,False
99,True,2,305,500.3,44.040000000000006,False
114,True,2,297,527.3,57.28000000000001,False
71,False,2,282,415.6,39.18,False
100,True,1,320,590.8,65.99,False
83,True,1,316,480.5,42.519999999999996,False
105,False,1,316,588.6999999999999,64.54,False
144,True,2,305,670.6,72.27000000000001,False
106,True,1,341,753.9,79.56000000000002,True
19,True,1,330,652.9999999999999,60.47,False
46,False,1,277,549.8000000000001,54.17,False
127,False,2,348,593.0,64.36999999999999,False
9,True,1,343,583.1,62.05,False
157,False,1,257,614.1,62.45,False
31,False,0,328,498.1,51.84,False
95,True,0,267,632.3000000000001,70.21,False
119,True,0,235,506.5,58.03,False
16,False,1,280,485.2,56.919999999999995,False
99,False,1,328,444.20000000000005,41.459999999999994,False
76,True,1,339,562.5,62.17,False
129,False,1,353,478.90000000000003,53.94,False
116,False,1,343,543.4,51.58,False
60,True,1,328,604.6,60.85,False
47,True,0,283,444.3,42.59,False
40,True,3,261,639.9,59.14,False
173,False,0,234,428.0,48.97999999999999,False
157,True,1,334,766.8000000000001,70.12,False
66,True,2,323,461.90000000000003,52.150000000000006,False
50,True,0,284,779.4,86.84,False
72,False,3,351,511.79999999999995,47.23,False
130,False,1,277,606.4999999999999,57.68,False
143,False,1,262,614.4,57.339999999999996,False
32,False,1,325,484.00000000000006,51.63,False
166,False,2,320,512.3000000000001,57.24999999999999,False
72,True,1,303,536.9,47.919999999999995,False
134,True,0,274,501.6,55.699999999999996,False
90,False,3,299,588.4,51.370000000000005,False
111,True,3,257,525.0,56.47,False
101,True,1,295,555.5999999999999,65.7,False
72,False,0,330,601.4,63.81999999999999,False
67,True,1,333,675.1,68.68,False
172,False,3,333,633.1,74.75,True
154,True,2,291,571.6,58.4,False
69,False,2,286,661.8,65.92,False
123,False,3,305,652.5999999999999,66.64,False
130,True,0,300,574.6,54.71,False
142,True,2,338,720.1999999999999,70.88000000000001,False
87,True,0,327,553.6,54.31,False
149,False,0,284,384.2,41.03,False
146,True,2,276,555.3000000000001,55.4,False
48,False,1,225,573.2,58.95,False
135,False,1,344,615.5,63.94,False
100,False,1,339,519.0,61.080000000000005,False
75,True,2,306,478.4,47.919999999999995,False
180,True,1,282,679.2,70.57,False
100,True,1,343,665.6,69.86,False
119,True,2,324,695.4,69.07,False
155,True,1,304,657.1999999999999,61.84,False
78,True,1,321,664.0,72.24,True
153,False,1,322,580.3,60.07,False
154,False,3,336,612.7,62.01,False
48,False,1,287,622.3,71.38,False
94,False,1,294,630.8000000000001,61.55,False
139,False,1,354,597.6,60.32999999999999,False
126,False,1,305,632.6999999999999,66.47,False
122,False,2,319,581.8000000000001,51.239999999999995,False
131,True,3,320,724.3,74.58999999999999,False
36,False,1,310,600.6,60.31999999999999,False
180,False,2,283,550.4000000000001,54.68,False
25,False,2,312,545.1,52.25,False
120,False,1,312,476.50000000000006,52.57,False
109,False,2,299,541.3,57.879999999999995,False
162,True,0,329,507.40000000000003,55.99,False
124,True,1,279,605.8,57.58,False
177,False,2,257,560.4,47.82,False
91,False,1,299,690.7,69.89999999999999,False
105,False,0,273,684.6999999999999,75.71,True
24,False,0,283,626.5,69.36,True
86,False,2,329,459.50000000000006,45.43,False
91,False,0,328,506.6,55.15,False
147,True,3,349,789.0,73.15,False
136,True,3,286,639.6,72.13999999999999,False
45,True,1,287,720.5,68.92999999999999,False
122,False,2,380,570.8000000000001,54.970000000000006,False
132,False,1,273,579.9,51.34,False
58,False,2,337,663.1999999999999,71.25,False
81,False,1,336,466.3,45.5,False
87,False,3,323,593.8,56.879999999999995,False
116,False,2,298,590.8,64.61,False
62,True,2,326,685.1999999999999,64.68,True
98,False,2,281,573.3,54.91,False
107,True,2,267,698.8000000000001,68.17,False
30,False,3,326,589.9,55.9,False
40,True,1,259,487.0,57.07000000000001,True
72,False,1,266,482.70000000000005,48.959999999999994,False
95,True,1,343,679.9000000000001,74.01,False
42,False,0,303,486.2,49.900000000000006,False
86,False,1,297,655.0,61.67,False
74,False,0,293,646.7,63.080000000000005,False
81,True,1,324,780.4999999999999,77.11,False
111,False,0,326,539.0,56.87,False
3,True,2,289,603.9,47.93,False
68,True,1,312,643.3,65.37,False
163,False,0,274,694.1,75.14,True
87,False,2,232,636.8000000000001,56.54,False
58,False,0,282,596.6,52.38,True
109,False,0,369,537.8,53.28,False
144,False,2,268,374.4,42.63999999999999,False
107,True,1,305,516.3,47.199999999999996,False
149,False,2,294,495.5,54.04,False
56,False,1,348,587.6,66.6,False
129,False,0,288,604.0,51.43000000000001,False
92,False,0,332,639.0,70.44999999999999,False
67,True,1,309,674.1,59.13,False
120,False,0,291,609.7,67.9,False
76,False,0,288,549.5999999999999,58.540000000000006,False
79,False,2,391,686.9,68.99,False
98,True,2,337,651.4999999999999,63.74,False
141,True,1,316,712.4,73.89,False
46,False,3,280,595.1,60.97,False
137,False,3,278,484.1,43.31,False
171,False,1,297,646.1,74.25000000000001,True
10,False,1,336,615.5999999999999,64.49000000000001,False
88,False,3,304,545.8,44.78000000000001,False
82,False,3,286,640.0000000000001,62.199999999999996,True
139,False,3,374,544.8,58.67,False
87,False,0,344,561.0,58.01,False
137,True,2,339,607.4,58.099999999999994,False
45,False,1,332,457.49999999999994,39.57,True
103,False,1,308,617.1,57.019999999999996,False
100,False,2,322,482.70000000000005,59.88,False
110,False,3,296,468.09999999999997,52.22,False
124,False,2,288,498.20000000000005,60.019999999999996,False
10,False,2,259,612.9000000000001,61.010000000000005,False
89,True,2,368,827.7,70.38,False
121,False,2,310,535.7,60.24,False
101,False,3,284,636.8000000000001,68.1,False
103,True,2,345,544.6,58.86,False
51,False,1,263,596.3,62.410000000000004,False
2,True,2,250,472.70000000000005,45.400000000000006,True
111,False,0,357,648.1999999999999,65.01,False
118,False,2,324,568.8,55.12,False
130,False,2,328,669.4999999999999,67.18,False
137,False,2,273,551.0,50.120000000000005,False
185,True,2,302,563.9999999999999,57.17,False
101,False,3,290,618.4,64.89,False
95,True,3,294,609.6,65.7,False
126,False,1,302,690.8000000000001,79.75999999999999,True
124,False,3,260,662.9,72.34,False
97,True,0,334,642.8,66.49,True
28,False,2,329,592.3999999999999,57.38,False
190,False,1,289,614.1,60.55,False
52,True,2,280,535.4,54.43,False
73,False,0,227,508.9,60.73,False
106,True,1,243,514.1,49.769999999999996,True
111,False,0,344,657.0,67.66999999999999,False
59,False,1,281,640.5,58.87,False
71,True,2,314,530.0,49.309999999999995,False
55,False,0,377,762.0999999999999,82.58,True
13,False,1,305,491.49999999999994,42.58,False
136,True,0,333,531.9000000000001,46.239999999999995,False
123,False,0,319,592.6,52.11,False
105,False,2,286,546.6999999999999,54.86,False
50,True,3,329,750.7,84.30000000000001,False
118,False,1,317,579.8,53.81999999999999,False
73,False,1,283,726.0,71.04,True
35,False,2,325,396.90000000000003,41.29,False
64,False,1,250,703.8000000000001,69.79,False
63,False,3,307,370.2,38.18,False
117,True,3,350,613.6,51.96,False
115,False,1,304,779.6,78.82,True
162,False,1,298,600.6,61.66,False
89,False,3,287,506.2,43.910000000000004,False
94,True,1,335,609.6,66.60999999999999,False
97,True,0,328,594.6,58.76,False
84,True,0,346,747.3,70.49,False
131,True,1,359,502.69999999999993,48.06,False
58,True,1,305,617.4,58.529999999999994,False
54,False,1,345,469.4,43.35,False
125,True,2,328,709.8,75.07,False
72,True,2,316,541.8000000000001,53.89000000000001,False
141,False,3,309,447.5,35.379999999999995,False
113,False,0,356,546.4999999999999,45.58,False
20,True,0,353,497.30000000000007,51.540000000000006,False
94,False,1,235,626.9999999999999,65.01,False
40,False,1,315,360.3,37.88,False
86,True,3,368,588.6,55.88,False
101,False,3,293,696.0,74.36,True
105,False,1,296,652.2,71.44,False
98,True,1,272,592.9,52.08,False
115,False,3,279,505.3,47.14,False
70,False,1,268,680.4000000000001,66.77000000000001,False
126,False,0,285,486.20000000000005,50.129999999999995,False
87,True,3,265,480.1,43.04,False
86,False,1,350,640.0,57.279999999999994,False
1,True,0,317,672.4,64.34,False
133,False,1,268,646.8,60.6,False
103,False,1,296,534.6,54.31,False
131,True,1,263,589.1,54.940000000000005,False
99,False,0,299,559.0,53.17,False
27,False,3,322,674.9,66.14999999999999,False
141,False,1,264,435.0,40.0,False
29,True,2,293,563.8000000000001,63.36,False
65,False,2,312,434.6,39.92,False
81,True,3,266,553.6999999999999,54.489999999999995,True
37,True,0,300,702.3,75.69,False
107,True,1,225,649.0000000000001,59.35999999999999,False
127,True,1,383,418.6,39.550000000000004,False
78,False,0,303,600.5,55.05000000000001,False
176,False,2,299,580.5,66.5,False
96,True,2,337,599.6,66.15,False
11,True,1,300,646.4,64.76,False
48,True,1,266,697.2,68.78,False
47,True,2,365,548.6,51.51,False
89,True,0,364,508.9,49.94,True
83,True,1,303,605.5,67.37,False
60,False,2,348,679.0,68.78,False
122,False,0,366,577.3,54.72,False
136,False,1,291,485.6,50.410000000000004,False
172,True,1,345,715.3,75.99999999999999,False
102,False,1,279,614.1999999999999,62.330000000000005,True
113,True,1,301,541.7,59.529999999999994,False
79,False,3,267,653.0,65.02,False
55,True,1,314,781.2,72.02,False
160,False,0,345,574.7,56.37,False
93,False,0,300,472.59999999999997,46.839999999999996,False
101,True,2,346,600.5,64.1,False
77,False,2,327,560.9,52.169999999999995,False
105,True,2,339,582.7,62.3,False
133,True,2,287,621.6,61.269999999999996,True
131,False,1,258,706.8000000000001,60.27,False
106,True,1,322,478.0,43.36,False
118,False,1,338,515.0,46.02,False
125,False,1,295,593.9,54.190000000000005,False
95,False,0,268,615.4,63.56,False
80,False,3,326,546.1999999999999,57.699999999999996,False
145,False,0,280,499.6,40.25,False
37,False,2,344,499.0,57.53,False
87,False,1,244,603.5000000000001,57.099999999999994,False
69,False,3,284,658.0,64.07,False
83,False,1,307,460.3,44.07,False
195,False,0,298,472.5,39.120000000000005,False
67,True,0,285,630.1999999999999,63.43000000000001,True
75,True,3,350,522.9000000000001,47.440000000000005,False
123,True,0,274,570.9000000000001,62.94,False
41,True,1,292,466.2,53.71000000000001,False
75,False,0,291,618.9,60.56,False
76,True,1,278,714.1000000000001,79.54,True
86,True,1,319,664.9,72.78,False
140,False,0,245,535.4,48.13,False
70,False,3,333,372.1,36.67999999999999,False
118,False,2,315,659.2,71.53999999999999,False
66,True,1,297,721.0999999999999,65.57000000000001,False
78,False,0,291,497.40000000000003,43.48,False
129,True,2,318,542.1999999999999,58.61,False
6,False,3,317,552.4,61.379999999999995,False
107,True,1,299,689.7,69.07000000000001,False
107,True,3,320,570.2,52.54,True
138,False,1,339,509.2,49.77000000000001,False
103,False,0,273,621.3000000000001,55.72,False
116,True,0,275,709.8000000000001,72.23,False
189,False,2,289,615.8,64.59,False
161,False,2,333,574.2,48.279999999999994,False
1,False,1,282,711.1,69.95,False
89,False,1,334,603.0999999999999,61.300000000000004,False
64,False,1,296,687.1,72.68,False
129,False,2,318,618.4999999999999,63.410000000000004,False
128,True,0,321,687.0999999999999,71.69,False
114,False,1,307,520.8,55.45,False
50,False,0,308,674.0,64.09,False
86,False,3,301,581.0999999999999,53.89000000000001,False
96,False,1,297,622.7,63.18,False
57,True,2,308,648.5,68.01,False
65,False,2,389,663.0,59.79,False
136,False,2,268,679.3000000000001,71.24,False
116,False,1,348,617.8,61.96,False
93,False,3,287,685.8000000000001,62.38,False
142,True,3,311,632.8000000000001,67.25000000000001,False
92,False,1,272,666.0,72.32999999999998,False
70,False,1,283,680.8000000000001,69.03,False
22,True,1,295,490.79999999999995,56.790000000000006,False
37,False,2,326,666.3,70.21,False
51,False,1,330,662.0,60.66,False
174,False,2,316,518.0,48.720000000000006,False
68,False,1,312,716.6,71.28999999999999,True
130,False,1,287,613.8,64.31,False
134,False,2,312,609.1,60.7,False
108,True,2,349,567.6,55.86000000000001,False
103,False,3,216,649.1,62.85999999999999,False
62,False,1,312,600.9,55.169999999999995,False
162,False,2,301,535.6999999999999,48.94,False
42,False,1,307,445.6,42.97,False
155,True,2,352,603.9999999999999,66.01,False
36,False,0,321,582.8,52.31,False
143,False,0,315,597.9,62.519999999999996,True
81,False,1,345,756.9,77.16,True
103,True,0,287,503.8,50.839999999999996,True
127,True,2,283,734.1999999999999,75.48,True
136,False,1,308,736.5,74.89,True
99,False,2,280,657.9000000000001,67.53999999999999,False
95,False,0,295,489.0,40.32,False
128,True,0,334,509.7,60.050000000000004,False
117,False,3,307,452.9,42.11000000000001,False
48,True,3,304,676.1,67.7,False
81,True,0,341,708.9999999999999,71.47,False
140,False,1,275,518.6,53.75,False
107,True,2,257,515.0,60.29,False
56,False,1,306,499.70000000000005,49.480000000000004,False
159,False,1,303,547.0,49.08,False
102,False,1,323,622.5999999999999,71.10000000000001,False
106,False,2,316,396.0,35.709999999999994,False
86,False,0,265,672.5,68.61999999999999,False
169,False,1,271,606.8,65.24,False
122,True,2,321,557.7,58.190000000000005,False
52,True,2,237,680.1999999999999,59.800000000000004,False
79,True,2,284,611.4,53.269999999999996,False
135,False,2,316,640.1,67.19,False
37,False,0,300,540.6999999999999,56.29,False
161,True,1,295,543.5999999999999,57.92999999999999,False
123,False,0,357,455.5,43.730000000000004,False
80,True,2,249,653.1,69.00999999999999,False
94,False,0,330,607.8000000000001,50.66,False
105,True,1,293,594.6999999999999,53.68,False
73,True,0,301,612.0,61.47,False
112,False,2,300,620.8,58.95,False
179,False,1,304,596.2,64.09,False
57,False,1,269,614.5,57.07,False
127,True,1,268,546.3000000000001,51.88,False
122,True,1,273,664.7,69.81,False
33,True,1,300,512.6,51.25999999999999,False
94,False,3,253,506.4,48.17,False
100,False,1,381,572.6,58.309999999999995,False
106,False,2,281,528.1,52.6,False
148,True,2,292,451.9,54.86,False
120,True,0,318,744.0000000000001,79.30000000000001,False
91,True,1,305,587.1,60.089999999999996,False
86,False,1,285,551.0,50.449999999999996,False
78,True,0,261,718.0,71.78,False
94,False,1,334,573.2,54.81,False
85,False,2,291,755.1,74.06,True
89,False,1,231,451.4,38.9,False
128,False,1,304,609.4000000000001,63.43,False
115,True,1,318,608.3,60.62,False
76,False,1,264,561.6999999999999,51.47,False
75,True,1,319,619.4999999999999,66.39999999999999,False
82,True,2,286,386.80000000000007,45.27,False
87,False,1,309,629.4999999999999,63.24,False
115,True,0,347,652.2,59.0,False
99,True,0,300,767.6,81.41,True
121,True,3,368,639.2,69.7,False
54,True,2,289,481.6,46.529999999999994,False
95,False,0,359,770.0000000000001,71.16000000000001,False
163,True,2,294,686.5,69.86,False
57,False,0,295,700.9,64.64,False
83,True,0,262,474.7,42.47,False
141,False,2,315,693.8,63.08,False
95,False,3,314,604.5999999999999,61.699999999999996,False
184,False,1,291,729.5,76.98,True
67,False,0,312,636.6999999999999,60.51,False
104,True,0,328,580.3,53.58,False
154,True,0,303,588.7,64.33,False
117,False,1,305,576.1,61.129999999999995,False
130,False,1,372,550.5,57.4,False
73,False,2,372,591.1,66.05000000000001,False
100,True,0,319,818.5,78.89,False
149,False,1,284,528.4000000000001,59.550000000000004,False
29,False,2,296,510.09999999999997,57.14,False
131,False,1,287,432.8,41.519999999999996,False
153,False,2,322,601.6,55.120000000000005,False
84,False,2,392,571.9000000000001,65.13,False
133,False,2,309,576.5999999999999,57.230000000000004,False
87,False,0,273,661.0,63.94,False
72,False,2,336,623.9,60.940000000000005,False
65,True,1,287,699.1999999999999,66.12,False
74,False,2,310,691.1999999999999,69.89999999999999,False
68,False,2,285,497.79999999999995,52.17999999999999,False
68,False,3,298,611.6,64.88,False
54,True,1,249,653.6,68.07000000000001,False
107,False,3,280,626.9,53.58,False
110,False,1,274,556.8,60.17,False
102,False,0,330,690.2,64.27,False
91,True,1,292,602.8000000000001,72.02999999999999,False
64,True,1,362,490.40000000000003,58.45,True
176,True,1,314,630.7,71.9,False
84,True,1,276,404.8,37.38,False
138,False,3,286,587.5,53.36,False
101,True,1,364,629.6000000000001,53.239999999999995,False
136,False,2,278,483.8,47.230000000000004,False
111,False,2,284,582.1999999999999,57.09,False
132,True,0,265,503.20000000000005,57.22,False
128,False,3,265,587.9000000000001,67.98,False
92,True,1,349,620.8,66.59,False
99,True,2,292,593.6999999999999,61.03,False
106,True,3,340,448.7,52.57000000000001,False
78,False,0,310,504.99999999999994,56.04,False
98,False,1,322,543.9,54.69,False
17,True,1,337,687.1,68.39,False
56,True,1,264,585.0,51.76,False
84,False,2,245,727.5999999999999,63.28,False
95,False,2,265,558.7,60.4,False
76,True,1,284,702.9,73.25,True
93,False,0,269,600.0,55.849999999999994,False
83,False,2,302,471.2,46.480000000000004,False
123,False,1,257,589.7,58.93,False
64,False,1,325,656.1999999999999,58.85,False
110,False,1,308,604.5000000000001,56.2,False
47,True,2,355,676.9,67.59,False
115,False,2,306,408.30000000000007,39.81,False
69,False,3,262,490.2,48.11,False
90,False,3,301,382.3,31.339999999999996,False
98,False,3,324,445.0,38.95,False
90,True,1,250,522.6999999999999,46.7,False
174,True,1,376,666.6,68.94,False
79,False,1,320,724.7,74.99,True
114,False,2,327,702.8999999999999,67.71,False
141,False,1,307,582.4,63.970000000000006,False
132,False,1,309,596.9,59.06,False
133,False,0,285,663.4000000000001,63.19,False
93,True,2,268,535.8,58.17,False
144,False,1,280,650.8000000000001,76.34,True
24,True,3,326,563.3000000000001,64.14,False
54,False,1,389,672.7,71.91999999999999,False
99,False,3,254,552.9999999999999,56.769999999999996,False
36,True,1,253,552.1,55.71000000000001,False
70,False,1,331,584.3,54.08999999999999,False
109,True,2,308,726.6,74.46000000000001,True
100,False,2,360,531.8000000000001,56.85,False
80,False,2,280,678.4,62.75999999999999,False
100,False,1,224,404.5,38.74,False
50,False,1,342,555.3,52.58,False
105,False,1,222,531.9000000000001,45.71,False
111,True,2,317,446.79999999999995,42.05,False
161,False,2,301,623.6999999999999,54.589999999999996,False
70,False,0,317,804.7,80.35000000000001,True
97,True,3,325,611.9999999999999,54.96,False
130,False,0,258,638.0,55.870000000000005,False
92,False,1,303,687.0,65.67999999999999,False
119,False,0,250,503.59999999999997,49.81,False
115,False,1,346,690.4,76.64,True
127,True,0,257,723.5999999999999,65.1,False
153,True,0,344,481.0,56.45,False
79,False,1,279,502.2,38.85,False
35,False,1,290,656.0,73.75999999999999,False
68,False,0,341,594.0,64.09,False
60,False,1,340,649.9000000000001,63.06,True
71,True,1,379,717.1,67.77,False
124,False,3,324,522.8,51.900000000000006,False
23,False,1,297,551.6999999999999,47.269999999999996,True
181,True,0,267,561.8000000000001,53.59,True
63,False,2,316,587.2,54.269999999999996,False
54,True,2,329,601.4000000000001,63.449999999999996,True
80,True,1,317,482.99999999999994,51.14,False
118,True,1,326,404.1,44.40999999999999,False
42,True,2,341,532.5999999999999,56.24,False
134,False,0,310,693.6,68.27999999999999,False
66,True,0,307,670.5,66.48,False
66,False,2,312,706.9,68.83,False
127,True,1,366,721.3,73.10999999999999,False
146,False,0,291,538.6,55.8,False
93,True,1,292,622.6,62.39,False
77,False,0,265,746.1999999999999,76.08,True
115,True,2,299,520.9,53.39,False
115,True,2,336,532.6999999999999,50.47,True
114,False,2,263,585.9,62.650000000000006,False
106,False,0,335,640.6,59.5,False
59,False,1,279,486.1,52.11,False
87,True,1,280,612.6,64.14,False
21,False,1,286,700.8000000000001,70.33,False
142,True,0,278,791.9000000000001,79.19,False
149,False,3,263,717.5,74.67,True
54,True,2,265,524.4999999999999,47.209999999999994,False
88,False,1,236,536.6,59.99000000000001,False
85,True,1,350,460.9,46.85999999999999,False
51,True,0,289,614.8000000000001,59.36,True
45,True,2,303,601.8,54.730000000000004,False
146,True,1,278,621.3,64.69000000000001,False
63,True,1,318,587.3,57.300000000000004,False
72,False,1,307,540.8,52.599999999999994,False
130,False,0,314,571.6999999999999,51.26,False
97,False,1,319,714.8999999999999,65.25,False
54,False,1,293,725.0,79.97,True
160,True,1,364,566.4,59.99,False
79,False,1,314,505.20000000000005,49.089999999999996,False
92,True,0,331,563.3000000000001,53.650000000000006,False
59,False,1,286,678.3,68.64999999999999,False
132,False,1,270,424.49999999999994,47.599999999999994,False
93,False,2,335,648.1999999999999,61.089999999999996,False
101,False,1,278,655.4,63.75,False
125,True,0,343,621.4,59.959999999999994,True
63,False,3,329,670.5000000000001,68.3,False
107,False,0,317,566.1,63.42,False
117,False,1,336,666.5,61.15999999999999,False
124,False,0,377,674.4,66.92,False
115,False,3,339,589.1999999999999,52.64,False
156,True,1,324,617.9999999999999,73.84,False
89,False,0,312,531.5,55.85999999999999,False
72,False,0,397,541.2,60.79,False
53,False,2,342,560.7,61.13,False
116,False,2,374,507.8,51.15,False
78,False,3,381,628.9,56.01,False
56,False,1,296,539.6999999999999,48.1,False
123,True,1,329,639.8,75.86,False
116,True,2,306,681.5,70.50999999999999,False
102,False,3,363,560.2,58.11,False
95,False,2,304,607.9,58.36,False
102,False,2,244,512.6,53.040000000000006,False
89,True,1,336,585.2,63.5,False
50,False,1,295,551.5,71.58,False
68,False,1,362,561.0,61.56,False
70,False,2,305,674.7,69.27,False
138,True,0,346,683.7,66.65,False
112,True,0,318,602.4000000000001,62.29999999999999,False
117,True,1,270,537.8000000000001,45.03000000000001,True
1,True,1,381,578.8000000000001,61.28,False
70,False,1,306,568.5000000000001,60.449999999999996,False
52,True,2,311,464.59999999999997,50.81,False
105,False,2,257,601.7,58.519999999999996,False
80,True,2,333,695.1999999999999,66.97999999999999,True
120,True,1,308,525.8,55.489999999999995,False
54,True,2,315,495.90000000000003,51.53000000000001,False
148,True,2,326,513.8,49.96000000000001,False
119,False,2,301,677.1,75.86,True
101,True,1,359,566.2,53.47,False
172,False,0,275,653.1,62.400000000000006,False
80,False,1,327,644.2,61.89000000000001,False
67,False,2,301,353.5,37.69,False
86,False,1,263,622.6,63.74,False
107,False,1,333,769.8000000000001,76.58999999999999,True
133,False,0,302,633.4000000000001,72.33999999999999,False
116,False,0,325,673.6,63.510000000000005,False
63,False,0,299,694.1,70.23,False
119,True,0,321,498.99999999999994,48.989999999999995,True
133,True,0,289,693.0,74.91,True
94,True,1,289,561.3000000000001,59.35,False
69,False,0,243,671.8000000000001,67.65,False
